Config 1/10: hidden=256, lr=0.001, wd=0.0001, batch=32
Epoch 22 | train loss 0.0295, acc 99.01% | val loss 0.1681, acc 94.59%, F1 0.9522
Epoch 23 | train loss 0.0203, acc 99.46% | val loss 0.2003, acc 93.94%, F1 0.9466
Epoch 24 | train loss 0.0337, acc 98.82% | val loss 0.1951, acc 94.72%, F1 0.9538
Epoch 25 | train loss 0.0313, acc 99.08% | val loss 0.1919, acc 94.36%, F1 0.9502
Epoch 26 | train loss 0.0234, acc 99.30% | val loss 0.3104, acc 91.74%, F1 0.9224
Epoch 27 | train loss 0.0264, acc 99.07% | val loss 0.1868, acc 94.50%, F1 0.9515
Epoch 28 | train loss 0.0384, acc 98.82% | val loss 0.1947, acc 94.68%, F1 0.9527
Epoch 29 | train loss 0.0155, acc 99.64% | val loss 0.2179, acc 93.67%, F1 0.9423
Epoch 30 | train loss 0.0282, acc 99.11% | val loss 0.1906, acc 94.77%, F1 0.9531
Validation F1 for this config: 0.9562

############################################################
Config 10/10: hidden=256, lr=0.001, wd=0.0, batch=64

Training with: hidden=256, lr=0.001, wd=0.0, batch=64
Epoch 01 | train loss 0.5228, acc 78.52% | val loss 0.3109, acc 87.11%, F1 0.8803
Epoch 02 | train loss 0.2534, acc 89.54% | val loss 0.2605, acc 89.22%, F1 0.8986
Epoch 03 | train loss 0.1970, acc 92.00% | val loss 0.2660, acc 89.59%, F1 0.9114
Epoch 04 | train loss 0.1860, acc 92.55% | val loss 0.2166, acc 90.50%, F1 0.9184
Epoch 05 | train loss 0.1641, acc 93.57% | val loss 0.2166, acc 91.42%, F1 0.9223
Epoch 06 | train loss 0.1358, acc 94.39% | val loss 0.2255, acc 91.33%, F1 0.9247
Epoch 07 | train loss 0.1182, acc 95.13% | val loss 0.2255, acc 91.15%, F1 0.9249
Epoch 08 | train loss 0.0999, acc 95.95% | val loss 0.2150, acc 91.74%, F1 0.9291
Epoch 09 | train loss 0.1022, acc 95.83% | val loss 0.2230, acc 92.16%, F1 0.9282
Epoch 10 | train loss 0.1015, acc 96.06% | val loss 0.2386, acc 92.20%, F1 0.9294
Epoch 11 | train loss 0.0989, acc 96.09% | val loss 0.2171, acc 92.34%, F1 0.9315
Epoch 12 | train loss 0.0972, acc 96.47% | val loss 0.2624, acc 91.74%, F1 0.9262
Epoch 13 | train loss 0.0978, acc 96.19% | val loss 0.2182, acc 91.74%, F1 0.9258
Epoch 14 | train loss 0.0703, acc 97.32% | val loss 0.1882, acc 93.58%, F1 0.9417
Epoch 15 | train loss 0.0616, acc 97.84% | val loss 0.2059, acc 93.17%, F1 0.9377
Epoch 16 | train loss 0.0634, acc 97.61% | val loss 0.2105, acc 93.53%, F1 0.9434
Epoch 17 | train loss 0.0618, acc 97.60% | val loss 0.2154, acc 93.12%, F1 0.9375
Epoch 18 | train loss 0.0535, acc 98.05% | val loss 0.2020, acc 94.04%, F1 0.9469
Epoch 19 | train loss 0.0411, acc 98.52% | val loss 0.2152, acc 93.39%, F1 0.9406
Epoch 20 | train loss 0.0465, acc 98.44% | val loss 0.2707, acc 92.29%, F1 0.9291
Epoch 21 | train loss 0.0638, acc 98.07% | val loss 0.2752, acc 92.84%, F1 0.9358
Epoch 22 | train loss 0.0861, acc 96.98% | val loss 0.2338, acc 93.67%, F1 0.9435
Epoch 23 | train loss 0.0443, acc 98.38% | val loss 0.2122, acc 94.08%, F1 0.9476
Epoch 24 | train loss 0.0431, acc 98.26% | val loss 0.2095, acc 94.22%, F1 0.9492
Epoch 25 | train loss 0.0291, acc 99.04% | val loss 0.2884, acc 93.21%, F1 0.9390
Epoch 26 | train loss 0.0346, acc 98.80% | val loss 0.3876, acc 91.79%, F1 0.9298
Epoch 27 | train loss 0.0908, acc 97.32% | val loss 0.3308, acc 91.47%, F1 0.9215
Epoch 28 | train loss 0.0361, acc 98.59% | val loss 0.2396, acc 93.81%, F1 0.9441
Epoch 29 | train loss 0.0330, acc 98.73% | val loss 0.2320, acc 94.45%, F1 0.9509
Epoch 30 | train loss 0.0389, acc 98.57% | val loss 0.2841, acc 93.39%, F1 0.9412
Validation F1 for this config: 0.9509
